Time|In_Temp|In_Hum|Out_Temp|Out_Hum|Other_Temp|Other_Hum|No_Tank_Switch
 2020-11-10  11:57:28.158395 |0.0|0.0|0.0|0.0|0.0|0.0|0
 2020-11-10  11:59:22.638800 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:01:16.611428 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:03:10.570673 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:05:04.546999 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:06:58.543354 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:08:52.521185 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:10:46.500482 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:12:40.478035 |0.0|0.0|0.0|0.0|0.0|0.0|1
 2020-11-10  12:14:27.391992 |0.0|0.0|0.0|0.0|24.9|65.9|1
 2020-11-10  12:16:22.319532 |24.7|64.8|25.8|60.7|24.9|66.0|1
 2020-11-10  12:18:01.276103 |24.6|65.2|25.3|59.9|24.8|64.8|1
