Time|In_Temp|In_Hum|Out_Temp|Out_Hum|Other_Temp|Other_Hum|No_Tank_Switch
 2020-11-09  06:45:08.690197 |23.1|63.0|23.3|57.1|23.3|61.6|0
 2020-11-09  06:46:20.660294 |23.1|62.8|23.5|57.0|23.4|61.8|0
