Time  In  Temp   In  Hum   Out  Temp   Out  Hum   Other  Temp   Other  Hum   No  Tank  Switch   column  5   column  6 
 2020-11-07  15:08:20.020619  25.3 54.7 25.5 49.8 25.4 54.6 0 666 ergerg
 2020-11-07  15:08:35.768773  25.3 54.7 25.5 49.8 25.4 54.6 1 666 ergerg
