Time,In_Temp,In_Hum,Out_Temp,Out_Hum,Other_Temp,Other_Hum,No_Tank_Switch
 2020-11-11  11:18:28.717580 ,23.7,67.4,23.8,63.2,23.8,67.4,0
 2020-11-11  11:18:35.865674 ,23.8,67.4,23.8,63.2,23.8,67.5,1
 2020-11-11  11:18:45.138210 ,23.8,67.5,23.8,63.2,23.8,67.5,1
